,country,order_value_eur,cost,date,category,customer_name,sales_manager,sales_rep,device_type,order_id,profit,profit_margin,year,month
317,France,165118.74,137527.4,2019-11-02,Clothing,Smith Group,Othello Bowes,Amelina Piscopiello,PC,59-5892824,27591.339999999997,16.709999119421575,2019,11
318,Germany,76652.73,64311.64,2020-08-04,Accessories,"Farrell, Swaniawski and Crist",Rickard Doogood,Casie MacBain,PC,52-3394023,12341.089999999997,16.100000613154936,2020,8
319,UK,151632.33,120744.82,2020-07-14,Clothing,Armstrong-Little,Jessamine Apark,Winny Agnolo,PC,89-5350599,30887.50999999998,20.370002887906548,2020,7
320,France,35289.75,29424.59,2019-02-26,Smartphones,Armstrong-Little,Othello Bowes,Maighdiln Upcraft,PC,92-6298656,5865.16,16.620010059578206,2019,2
321,France,77043.84,63245.29,2020-02-08,Outdoors,Armstrong-Little,Othello Bowes,Avrit Chanders,PC,91-7317758,13798.549999999996,17.909997736353738,2020,2
322,Portugal,59691.71,49239.69,2019-06-17,Other,Walter LLC,Celine Tumasian,Hortense Gerring,PC,60-6055725,10452.019999999997,17.510002645258442,2019,6
323,Portugal,181882.43,149834.75,2019-07-28,Books,McClure Inc,Celine Tumasian,Corene Shirer,PC,33-2816759,32047.679999999993,17.619997709509377,2019,7
324,Portugal,50796.04,44090.96,2019-09-21,Books,"Farrell, Swaniawski and Crist",Celine Tumasian,Hortense Gerring,PC,05-2359767,6705.080000000002,13.200005354748129,2019,9
325,Netherlands,73981.77,61959.73,2019-11-18,Clothing,"Hamill, Kulas and Roob",Denice Amberg,Nero Harbisher,PC,73-9492768,12022.04,16.25000321025031,2019,11
326,UK,105686.13,86694.33,2019-10-13,Outdoors,Johns and Sons,Jessamine Apark,Genevra Charrisson,PC,31-6770318,18991.800000000003,17.97000230777681,2019,10
327,Sweden,149376.26,123653.67,2020-01-31,Other,"Fisher, Morar and Skiles",Maxie Marrow,Alyosha Meah,PC,52-0695511,25722.59000000001,17.21999867984378,2020,1
328,Netherlands,85237.91,72384.03,2020-03-18,Smartphones,Armstrong-Little,Denice Amberg,Nero Harbisher,PC,45-8314773,12853.880000000005,15.080003721348875,2020,3
329,Luxembourg,104743.22,83281.33,2019-03-24,Electronics,Johns and Sons,Ilsa Kob,Jocelyn Laurentino,Mobile,53-0205940,21461.89,20.49000403080982,2019,3
330,Portugal,290551.74,239530.86,2020-12-14,Other,Hessel-Stiedemann,Celine Tumasian,Brynn Dempster,PC,53-1660551,51020.880000000005,17.559998091906113,2020,12
331,France,72314.73,57309.42,2019-08-27,Appliances,Johns and Sons,Othello Bowes,Ora Grennan,PC,70-5394452,15005.309999999998,20.750004874525562,2019,8
332,Netherlands,119858.15,99997.65,2020-11-19,Electronics,McGlynn-Prosacco,Denice Amberg,Nero Harbisher,PC,10-0386535,19860.5,16.57000379198244,2020,11
333,Portugal,119937.47,98720.53,2019-08-13,Games,"Hartmann, Hane and Pfannerstill",Celine Tumasian,Aurelie Wren,PC,56-8476539,21216.940000000002,17.690001298176462,2019,8
334,France,60592.4,52363.95,2019-02-22,Accessories,"Rowe, Hermiston and Kessler",Othello Bowes,Crysta Halls,PC,04-7976277,8228.450000000004,13.580003432773754,2019,2
335,Ireland,31966.82,26593.2,2020-08-24,Appliances,Johns and Sons,Glenine Suttaby,Palm Wetherald,PC,21-2965409,5373.619999999999,16.80999236082913,2020,8
336,Portugal,83226.45,71699.59,2020-11-22,Beauty,"Swaniawski, Runolfsson and Green",Celine Tumasian,Corene Shirer,PC,04-2788693,11526.86,13.849996004875855,2020,11
337,Germany,51407.3,44292.53,2019-05-02,Clothing,Altenwerth-Konopelski,Rickard Doogood,Casie MacBain,Tablet,20-6477396,7114.770000000004,13.839999377520321,2019,5
338,Germany,61968.26,50690.04,2020-12-27,Electronics,Romaguera-Dietrich,Rickard Doogood,Casie MacBain,PC,22-7259031,11278.220000000001,18.199994642418556,2020,12
339,Ireland,271465.15,217959.37,2019-07-03,Electronics,Corwin and Sons,Glenine Suttaby,Bunnie Tonbridge,Mobile,44-9239029,53505.78000000003,19.70999960768446,2019,7
340,Sweden,86854.64,72219.63,2020-02-04,Books,Tillman and Sons,Maxie Marrow,Tarrah Castelletti,PC,77-4566105,14635.009999999995,16.850003638262727,2020,2
341,Ireland,119819.37,105441.05,2020-12-07,Smartphones,Dibbert Inc,Glenine Suttaby,Palm Wetherald,PC,29-3662564,14378.319999999992,11.999996327805757,2020,12
342,UK,160763.9,131102.96,2019-04-18,Appliances,McGlynn-Prosacco,Jessamine Apark,Genevra Charrisson,PC,73-8057834,29660.940000000002,18.45000027991359,2019,4
343,Sweden,44029.07,38344.92,2019-09-09,Other,McGlynn-Bergstrom,Maxie Marrow,Alyosha Meah,PC,87-9980890,5684.1500000000015,12.909993329407143,2019,9
344,France,86628.32,72464.59,2019-11-06,Appliances,Kihn Inc,Othello Bowes,Crysta Halls,PC,98-8250897,14163.73000000001,16.3499996306058,2019,11
345,Portugal,97641.25,83414.92,2020-10-17,Books,Morissette Group,Celine Tumasian,Brynn Dempster,PC,98-3051699,14226.330000000002,14.569999871980338,2020,10
346,Portugal,98746.66,80399.53,2020-02-10,Appliances,Considine-Fisher,Celine Tumasian,Smitty Culverhouse,PC,75-7291972,18347.130000000005,18.5800005792601,2020,2
347,France,109562.5,89917.94,2020-08-05,Appliances,"Dickinson, Hyatt and Berge",Othello Bowes,Maighdiln Upcraft,PC,67-3672347,19644.559999999998,17.930003422703933,2020,8
348,UK,60301.96,48820.47,2019-02-08,Beauty,Wiza and Sons,Jessamine Apark,Jay Morefield,PC,75-1785229,11481.489999999998,19.039994719906282,2019,2
349,France,80781.62,68971.35,2019-01-19,Smartphones,McGlynn-Prosacco,Othello Bowes,Ora Grennan,Mobile,53-1426071,11810.26999999999,14.619996479397157,2019,1
350,France,238659.41,204507.25,2019-12-23,Appliances,Corwin and Sons,Othello Bowes,Amelina Piscopiello,Tablet,49-7167664,34152.16,14.309999341739763,2019,12
351,UK,165631.75,139114.11,2019-09-03,Appliances,Johns and Sons,Jessamine Apark,Jay Morefield,PC,07-7047482,26517.640000000014,16.009998083097,2019,9
352,Sweden,126682.79,106514.89,2019-06-11,Smartphones,"Murray, Reichel and Nolan",Maxie Marrow,Madelon Bront,PC,57-1931933,20167.899999999994,15.919999867385298,2019,6
353,Sweden,145558.0,116257.18,2019-12-20,Clothing,Konopelski LLC,Maxie Marrow,Tarrah Castelletti,Tablet,15-5167065,29300.820000000007,20.129996290138642,2019,12
354,Spain,59163.79,50419.38,2019-03-11,Smartphones,McClure Inc,Emalia Dinse,Perri Aldersley,Mobile,98-9382686,8744.410000000003,14.780003106629922,2019,3
355,Sweden,140352.81,122303.44,2019-12-01,Smartphones,Hilll-Vandervort,Maxie Marrow,Caro Morfield,PC,47-5733147,18049.369999999995,12.8599990267384,2019,12
356,France,163401.23,139413.93,2019-04-22,Clothing,Wisoky Inc,Othello Bowes,Avrit Chanders,PC,98-2104934,23987.300000000017,14.679999654837369,2019,4
357,Sweden,177867.3,140675.25,2020-10-03,Smartphones,Walter LLC,Maxie Marrow,Anita Woakes,PC,30-6005742,37192.04999999999,20.909998633812958,2020,10
358,Germany,58416.81,46745.13,2019-02-07,Clothing,Morissette Group,Rickard Doogood,Casie MacBain,PC,21-7461655,11671.68,19.980002331520673,2019,2
359,Germany,169544.95,137568.77,2020-04-12,Appliances,"Keeling, Monahan and Pollich",Rickard Doogood,Casie MacBain,Mobile,96-7625873,31976.180000000022,18.860001433248243,2020,4
360,Luxembourg,74732.79,64098.31,2020-02-24,Beauty,McClure Inc,Ilsa Kob,Jocelyn Laurentino,PC,53-2132479,10634.479999999996,14.230005329655157,2020,2
361,Portugal,55166.78,47443.43,2020-04-13,Books,Gislason-Stanton,Celine Tumasian,Hortense Gerring,PC,70-4650708,7723.3499999999985,14.000001450148075,2020,4
362,France,99319.33,79127.71,2020-05-26,Games,Hessel-Stiedemann,Othello Bowes,Amelina Piscopiello,PC,53-3037652,20191.619999999995,20.330000212446052,2020,5
363,Sweden,118982.14,95506.96,2020-01-15,Clothing,Stehr-Bogan,Maxie Marrow,Caro Morfield,Mobile,76-0774122,23475.179999999993,19.730003175266468,2020,1
364,Ireland,157007.52,126940.58,2019-08-31,Beauty,Friesen-Rath,Glenine Suttaby,Bunnie Tonbridge,PC,72-3928347,30066.939999999988,19.149999949047018,2019,8
365,France,49374.25,39208.09,2019-05-21,Books,Stehr LLC,Othello Bowes,Ora Grennan,PC,87-1399932,10166.160000000003,20.59000389879341,2019,5
366,Portugal,123891.6,104118.5,2019-07-23,Games,Hegmann Group,Celine Tumasian,Smitty Culverhouse,PC,25-1045028,19773.100000000006,15.960000516580628,2019,7
367,France,234340.31,204438.49,2020-12-13,Clothing,Hessel-Stiedemann,Othello Bowes,Avrit Chanders,PC,70-0364033,29901.820000000007,12.759998482548736,2020,12
368,Netherlands,95575.75,75504.84,2020-12-23,Books,Hessel-Stiedemann,Denice Amberg,Nero Harbisher,PC,35-9372764,20070.910000000003,21.000002615726274,2020,12
369,Finland,125280.28,99372.32,2019-10-18,Beauty,Romaguera-Dietrich,Hube Corey,Wat Bowkley,PC,36-1142710,25907.959999999992,20.679998480207733,2019,10
370,Portugal,127482.28,108614.9,2020-08-26,Beauty,Hilll-Vandervort,Celine Tumasian,Aurelie Wren,PC,75-6291395,18867.380000000005,14.800002008122231,2020,8
371,Portugal,120453.52,97218.04,2019-02-11,Beauty,"Schowalter, Lesch and Beahan",Celine Tumasian,Brynn Dempster,PC,00-3338378,23235.48000000001,19.289996672575455,2019,2
372,Portugal,120152.33,97527.65,2019-09-29,Outdoors,Romaguera-Dietrich,Celine Tumasian,Smitty Culverhouse,PC,55-1904761,22624.680000000008,18.82999688811695,2019,9
373,Portugal,95410.97,80593.65,2020-09-22,Books,"Murray, Reichel and Nolan",Celine Tumasian,Hortense Gerring,Mobile,70-9736399,14817.320000000007,15.529996183876976,2020,9
374,France,128804.51,105709.86,2019-09-13,Appliances,Connelly-Mohr,Othello Bowes,Amelina Piscopiello,Tablet,20-3125420,23094.649999999994,17.930001053534532,2019,9
375,Italy,26899.97,23198.53,2019-03-19,Games,Hessel-Stiedemann,Piggy Roscrigg,Joshua Prevost,PC,57-2968987,3701.4400000000023,13.76001534574203,2019,3
376,UK,123751.91,102590.33,2019-11-18,Smartphones,Johns and Sons,Jessamine Apark,Jay Morefield,PC,76-2146784,21161.58,17.10000273935166,2019,11
377,Sweden,37081.31,31304.04,2019-03-11,Beauty,McGlynn-Prosacco,Maxie Marrow,Anita Woakes,PC,19-3129154,5777.269999999997,15.580005129268617,2019,3
378,France,133905.55,116886.15,2020-08-01,Books,"Keeling, Monahan and Pollich",Othello Bowes,Avrit Chanders,Mobile,79-0973971,17019.399999999994,12.710003431523187,2020,8
379,France,63298.61,53645.57,2020-04-10,Appliances,"Schowalter, Lesch and Beahan",Othello Bowes,Avrit Chanders,Mobile,65-5376517,9653.04,15.250003120131709,2020,4
380,France,274242.36,227950.25,2020-12-09,Outdoors,Hessel-Stiedemann,Othello Bowes,Amelina Piscopiello,Mobile,80-5258827,46292.109999999986,16.87999986581212,2020,12
381,Luxembourg,312928.72,270401.71,2019-12-12,Beauty,Altenwerth-Konopelski,Ilsa Kob,Jocelyn Laurentino,Tablet,98-5257166,42527.00999999995,13.589999025976251,2019,12
382,France,119156.18,100710.8,2019-08-20,Beauty,Johns and Sons,Othello Bowes,Ora Grennan,PC,19-5610175,18445.37999999999,15.480002799686924,2019,8
383,France,162123.74,133979.06,2020-04-14,Beauty,Johns and Sons,Othello Bowes,Maighdiln Upcraft,PC,94-3509391,28144.679999999993,17.3599992203486,2020,4
384,Ireland,65831.42,52487.39,2019-01-12,Electronics,"Christiansen, Donnelly and Bechtelar",Glenine Suttaby,Palm Wetherald,PC,43-5417299,13344.029999999999,20.270001771190714,2019,1
385,France,180515.09,148852.74,2019-12-26,Books,Franecki-White,Othello Bowes,Amelina Piscopiello,PC,68-6141868,31662.350000000006,17.540001780460575,2019,12
386,UK,99114.91,84217.94,2020-04-04,Clothing,Johns and Sons,Jessamine Apark,Winny Agnolo,PC,29-8979189,14896.970000000001,15.029999018311171,2020,4
387,Portugal,171884.0,146702.99,2019-10-13,Games,Johns and Sons,Celine Tumasian,Smitty Culverhouse,PC,58-9821508,25181.01000000001,14.650002327150874,2019,10
388,Denmark,26745.94,22600.32,2019-11-10,Appliances,Larkin-Collier,Modestia Byfford,Case Desorts,PC,49-1493117,4145.619999999999,15.499997382780336,2019,11
389,Portugal,77087.84,65894.69,2020-05-17,Other,"Rowe, Hermiston and Kessler",Celine Tumasian,Aurelie Wren,PC,51-5334556,11193.149999999994,14.519994333736678,2020,5
390,France,87404.0,69363.81,2019-12-26,Electronics,Johns and Sons,Othello Bowes,Maighdiln Upcraft,PC,79-3154360,18040.190000000002,20.640005034094553,2019,12
391,France,47680.2,40575.85,2019-07-08,Clothing,Dibbert Inc,Othello Bowes,Crysta Halls,PC,11-6024248,7104.3499999999985,14.900000419461326,2019,7
392,Finland,27824.83,23517.55,2019-09-06,Games,McClure Inc,Hube Corey,Wat Bowkley,PC,61-4610981,4307.2800000000025,15.479986760026934,2019,9
393,Portugal,106516.4,86928.03,2019-03-21,Clothing,"Hartmann, Hane and Pfannerstill",Celine Tumasian,Smitty Culverhouse,PC,12-4509008,19588.369999999995,18.390003792843164,2019,3
394,France,141948.11,112948.11,2020-04-25,Books,Stehr LLC,Othello Bowes,Maighdiln Upcraft,PC,46-5576111,28999.999999999985,20.43000079395209,2020,4
395,Ireland,226021.18,180455.31,2019-07-18,Accessories,"Schowalter, Lesch and Beahan",Glenine Suttaby,Palm Wetherald,PC,44-6718687,45565.869999999995,20.160000049552877,2019,7
396,Italy,44232.84,38880.67,2020-02-20,Books,Johns and Sons,Piggy Roscrigg,Joshua Prevost,Tablet,67-7432229,5352.169999999998,12.099991770820049,2020,2
397,Ireland,135344.52,117492.58,2019-01-17,Games,Tillman and Sons,Glenine Suttaby,Palm Wetherald,PC,17-4401585,17851.939999999988,13.189998383384854,2019,1
398,France,271411.92,231514.37,2019-12-09,Clothing,Hessel-Stiedemann,Othello Bowes,Amelina Piscopiello,Tablet,56-9241023,39897.54999999999,14.699999174686207,2019,12
399,Portugal,125253.59,108269.2,2020-02-17,Smartphones,"Murray, Reichel and Nolan",Celine Tumasian,Corene Shirer,PC,90-2194359,16984.39,13.560002551623471,2020,2
400,Sweden,15100.57,12113.68,2019-02-20,Games,"Murray, Reichel and Nolan",Maxie Marrow,Tarrah Castelletti,PC,89-2424262,2986.8899999999994,19.779981815255976,2019,2
401,France,157932.84,134148.15,2020-01-31,Games,"Schowalter, Lesch and Beahan",Othello Bowes,Amelina Piscopiello,PC,30-2982340,23784.690000000002,15.060002720143576,2020,1
402,Portugal,64192.86,52837.14,2020-04-12,Appliances,Johns and Sons,Celine Tumasian,Brynn Dempster,PC,10-4704941,11355.720000000001,17.690004776232122,2020,4
403,Sweden,156453.01,128494.86,2020-10-04,Clothing,Johns and Sons,Maxie Marrow,Madelon Bront,PC,48-3484986,27958.15000000001,17.869998154717514,2020,10
404,Finland,53616.06,45589.74,2020-01-03,Appliances,Kihn Inc,Hube Corey,Wat Bowkley,PC,84-4478396,8026.32,14.969992200098254,2020,1
405,Finland,163967.89,138208.53,2019-05-30,Appliances,Friesen-Rath,Hube Corey,Wat Bowkley,Tablet,28-0849652,25759.360000000015,15.710002732852155,2019,5
406,Sweden,171748.56,136574.45,2020-11-20,Games,Walter LLC,Maxie Marrow,Madelon Bront,PC,74-0214938,35174.109999999986,20.48000285999486,2020,11
407,France,26103.94,22339.75,2020-08-31,Appliances,"Fisher, Morar and Skiles",Othello Bowes,Ora Grennan,Tablet,89-0187996,3764.1899999999987,14.420007094714432,2020,8
408,Portugal,140337.34,115708.14,2020-09-04,Appliances,Hegmann Group,Celine Tumasian,Corene Shirer,PC,65-8218141,24629.199999999997,17.549997741157128,2020,9
409,Sweden,33617.03,26614.6,2020-04-07,Appliances,Altenwerth-Konopelski,Maxie Marrow,Madelon Bront,PC,49-8489293,7002.43,20.83000788588403,2020,4
410,Portugal,187874.45,160031.46,2019-06-26,Accessories,Johns and Sons,Celine Tumasian,Hortense Gerring,PC,91-8142232,27842.99000000002,14.819998142376475,2019,6
411,Finland,41675.01,33765.09,2019-06-25,Beauty,"Hamill, Kulas and Roob",Hube Corey,Wat Bowkley,PC,75-5380350,7909.9200000000055,18.980007443309564,2019,6
412,Portugal,34930.08,28017.42,2019-11-01,Appliances,Kihn Inc,Celine Tumasian,Smitty Culverhouse,PC,35-4551515,6912.6600000000035,19.78999189237472,2019,11
413,Finland,127994.87,105800.56,2020-09-01,Books,Hegmann Group,Hube Corey,Mellicent Mattys,PC,73-2763209,22194.309999999998,17.339999642173158,2020,9
414,Portugal,162637.68,130402.89,2019-09-27,Clothing,Larkin-Collier,Celine Tumasian,Corene Shirer,PC,56-0800364,32234.789999999994,19.82000112151132,2019,9
415,Portugal,40728.28,35669.83,2019-09-22,Beauty,Romaguera-Haley,Celine Tumasian,Hortense Gerring,Mobile,42-7027181,5058.449999999997,12.419994166215703,2019,9
416,Finland,293767.28,254079.32,2020-06-05,Games,West-Cummings,Hube Corey,Wat Bowkley,PC,29-0601002,39687.96000000002,13.510000160671407,2020,6
417,Sweden,57913.36,48693.55,2019-09-11,Games,"Murray, Reichel and Nolan",Maxie Marrow,Alyosha Meah,PC,90-2797129,9219.809999999998,15.920005332102985,2019,9
418,UK,63979.04,56032.84,2019-10-22,Games,Schoen-Keeling,Jessamine Apark,Genevra Charrisson,PC,27-3437546,7946.200000000004,12.420005051654423,2019,10
419,France,102255.86,83379.43,2020-11-12,Smartphones,Rath-Schroeder,Othello Bowes,Avrit Chanders,PC,78-3726363,18876.430000000008,18.45999828273901,2020,11
420,Finland,107271.94,86665.0,2020-08-23,Games,Johns and Sons,Hube Corey,Wat Bowkley,PC,78-8990131,20606.940000000002,19.210000303900536,2020,8
421,Austria,51090.76,40739.77,2020-03-12,Electronics,Smith Group,Orsa Geekin,Bank Coumbe,PC,85-2223377,10350.990000000005,20.260003961577404,2020,3
422,Sweden,102299.92,81706.95,2019-08-22,Beauty,"Rowe, Hermiston and Kessler",Maxie Marrow,Alyosha Meah,PC,73-9246627,20592.97,20.129996191590376,2019,8
423,France,144204.86,115262.94,2020-11-08,Books,McClure Inc,Othello Bowes,Amelina Piscopiello,PC,56-7910696,28941.919999999984,20.070003188519433,2020,11
424,France,36183.97,30579.07,2020-08-09,Books,"Bashirian, Okuneva and Bechtelar",Othello Bowes,Avrit Chanders,Mobile,91-4296427,5604.9000000000015,15.49000842085598,2020,8
425,UK,47771.76,39234.95,2019-05-29,Beauty,Dibbert Inc,Jessamine Apark,Genevra Charrisson,PC,70-8181545,8536.810000000005,17.869992648376375,2019,5
426,Spain,44038.31,36252.34,2020-01-24,Electronics,Corwin and Sons,Emalia Dinse,Manuel Goudie,PC,94-0775004,7785.970000000001,17.67999271543345,2020,1
427,Sweden,116469.33,95190.38,2020-01-31,Outdoors,"Hermiston, Simonis and Wisoky",Maxie Marrow,Caro Morfield,PC,89-3466746,21278.949999999997,18.27000292695081,2020,1
428,UK,227856.66,199010.01,2020-07-20,Electronics,"Keeling, Monahan and Pollich",Jessamine Apark,Jay Morefield,PC,11-5257937,28846.649999999994,12.659998614918692,2020,7
429,Sweden,67161.99,55764.6,2019-09-20,Electronics,"Lubowitz, McLaughlin and Erdman",Maxie Marrow,Tarrah Castelletti,PC,22-7587128,11397.390000000007,16.970000442214424,2019,9
430,Ireland,168178.03,142665.42,2020-04-29,Clothing,Walter LLC,Glenine Suttaby,Bunnie Tonbridge,PC,36-7597839,25512.609999999986,15.170001694038149,2020,4
431,Sweden,42611.78,35755.54,2020-03-12,Clothing,Walter LLC,Maxie Marrow,Tarrah Castelletti,Mobile,16-2824654,6856.239999999998,16.09001079044339,2020,3
432,Sweden,166507.76,143896.01,2020-08-27,Accessories,Labadie and Sons,Maxie Marrow,Madelon Bront,PC,49-1743669,22611.75,13.579997713019502,2020,8
433,Spain,131409.9,115325.33,2020-11-15,Electronics,McClure Inc,Emalia Dinse,Bertha Walbrook,PC,48-7252604,16084.569999999992,12.239998660679289,2020,11
434,Portugal,133072.0,108600.06,2020-10-28,Outdoors,O'Connell-Mitchell,Celine Tumasian,Corene Shirer,PC,07-1769568,24471.940000000002,18.38999939882169,2020,10
435,Finland,180250.02,147354.39,2019-06-03,Electronics,"Hartmann, Hane and Pfannerstill",Hube Corey,Mellicent Mattys,PC,57-5645459,32895.629999999976,18.250000748959682,2019,6
436,Portugal,48090.78,42040.96,2020-03-19,Books,Kihn Inc,Celine Tumasian,Corene Shirer,PC,13-0740797,6049.82,12.579999742154316,2020,3
437,Sweden,168530.22,136981.36,2020-05-16,Appliances,West-Cummings,Maxie Marrow,Tarrah Castelletti,PC,34-9966345,31548.860000000015,18.720001670916954,2020,5
438,Sweden,36785.28,30546.5,2019-08-31,Appliances,Johns and Sons,Maxie Marrow,Anita Woakes,PC,91-6738094,6238.779999999999,16.959990517946306,2019,8
439,Ireland,126409.18,104692.08,2020-10-04,Smartphones,Dibbert Inc,Glenine Suttaby,Bunnie Tonbridge,PC,32-9007470,21717.09999999999,17.180002275151214,2020,10
440,Portugal,49990.72,42927.03,2020-01-04,Electronics,"Rowe, Hermiston and Kessler",Celine Tumasian,Smitty Culverhouse,PC,68-6382353,7063.690000000002,14.130002528469287,2020,1
441,Sweden,36644.05,30491.51,2020-11-20,Clothing,Larkin-Collier,Maxie Marrow,Caro Morfield,PC,88-5406813,6152.5400000000045,16.790010929468778,2020,11
442,Sweden,115226.8,94336.18,2019-05-15,Beauty,Wisoky Inc,Maxie Marrow,Tarrah Castelletti,PC,42-2765593,20890.62000000001,18.130001006710252,2019,5
443,Finland,154078.75,131336.73,2020-09-05,Books,"Lueilwitz, Kerluke and Lesch",Hube Corey,Wat Bowkley,PC,76-0724533,22742.01999999999,14.759997728434316,2020,9
444,Bulgaria,80328.16,65836.96,2020-09-23,Games,"Hermiston, Simonis and Wisoky",Charil Alpe,Bernadine Fullagar,PC,45-3965395,14491.199999999997,18.039999920326817,2020,9
445,Portugal,99832.12,84128.53,2019-05-15,Appliances,Romaguera-Haley,Celine Tumasian,Aurelie Wren,PC,46-6126203,15703.589999999997,15.729997519836298,2019,5
446,Finland,133057.07,113351.32,2020-05-03,Other,Romaguera-Dietrich,Hube Corey,Wat Bowkley,PC,27-7554919,19705.75,14.80999844653125,2020,5
447,Ireland,80719.44,64422.19,2019-02-09,Appliances,Johns and Sons,Glenine Suttaby,Bunnie Tonbridge,PC,59-1230573,16297.25,20.189993884992262,2019,2
448,France,124534.96,107012.89,2020-07-18,Books,"Dickinson, Hyatt and Berge",Othello Bowes,Maighdiln Upcraft,PC,45-2229786,17522.070000000007,14.070000905769758,2020,7
449,Sweden,67611.54,56191.95,2019-10-30,Clothing,Kihn Inc,Maxie Marrow,Caro Morfield,PC,62-7218897,11419.589999999997,16.890001322259483,2019,10
450,France,132760.25,105039.91,2020-01-07,Beauty,"Swaniawski, Runolfsson and Green",Othello Bowes,Crysta Halls,PC,55-4161787,27720.339999999997,20.879999849352497,2020,1
451,France,177802.7,155079.51,2019-07-18,Other,Larkin-Collier,Othello Bowes,Amelina Piscopiello,PC,56-2537757,22723.190000000002,12.780002778360508,2019,7
452,Bulgaria,98963.03,80367.88,2020-10-12,Accessories,Wyman Group,Charil Alpe,Bernadine Fullagar,PC,20-0021649,18595.149999999994,18.789996628033716,2020,10
453,Bulgaria,126582.5,103683.73,2020-02-17,Beauty,"Rowe, Hermiston and Kessler",Charil Alpe,Bernadine Fullagar,PC,93-2627296,22898.770000000004,18.08999664250588,2020,2
454,Portugal,141965.11,119193.91,2019-09-18,Beauty,Friesen and Sons,Celine Tumasian,Hortense Gerring,PC,56-2408571,22771.199999999983,16.039997433172125,2019,9
455,Ireland,167301.52,147074.77,2019-05-06,Outdoors,"Christiansen, Donnelly and Bechtelar",Glenine Suttaby,Bunnie Tonbridge,PC,80-3206606,20226.75,12.089997747778982,2019,5
456,France,133985.91,116741.92,2019-01-15,Clothing,Kihn Inc,Othello Bowes,Amelina Piscopiello,PC,48-3190394,17243.990000000005,12.87000252489236,2019,1
457,France,91540.03,74916.36,2019-09-09,Clothing,Kihn Inc,Othello Bowes,Ora Grennan,PC,38-6130023,16623.67,18.160000603014876,2019,9
458,UK,146055.05,117822.61,2019-10-07,Clothing,"Hartmann, Hane and Pfannerstill",Jessamine Apark,Winny Agnolo,Tablet,38-2969743,28232.439999999988,19.329999202355545,2019,10
459,Sweden,113586.11,91641.27,2019-02-19,Outdoors,Labadie and Sons,Maxie Marrow,Tarrah Castelletti,Mobile,48-8166416,21944.839999999997,19.320003123621362,2019,2
460,Ireland,135662.46,116764.68,2020-05-02,Beauty,Corwin and Sons,Glenine Suttaby,Palm Wetherald,PC,33-4102367,18897.78,13.929999500230203,2020,5
461,Portugal,113781.45,91104.81,2019-10-08,Books,"Bashirian, Okuneva and Bechtelar",Celine Tumasian,Aurelie Wren,PC,44-5240815,22676.64,19.929997376549515,2019,10
462,France,111462.88,94130.4,2020-09-03,Outdoors,Romaguera-Dietrich,Othello Bowes,Avrit Chanders,Tablet,70-9378988,17332.48000000001,15.550001937864883,2020,9
463,UK,34748.75,27475.84,2020-09-27,Smartphones,Wiza and Sons,Jessamine Apark,Genevra Charrisson,Tablet,84-9385946,7272.91,20.92999028742041,2020,9
464,UK,137306.45,108732.98,2020-09-04,Books,Gislason-Stanton,Jessamine Apark,Winny Agnolo,PC,00-1210718,28573.470000000016,20.80999836497121,2020,9
465,Portugal,148212.23,123030.97,2019-09-10,Clothing,Corwin and Sons,Celine Tumasian,Brynn Dempster,PC,92-7917751,25181.26000000001,16.990001432405414,2019,9
466,Portugal,159057.92,139923.25,2020-10-24,Smartphones,Johns and Sons,Celine Tumasian,Brynn Dempster,PC,91-3344544,19134.670000000013,12.030001398232802,2020,10
467,Sweden,146226.36,117916.94,2020-10-18,Smartphones,"Farrell, Swaniawski and Crist",Maxie Marrow,Alyosha Meah,PC,28-1840061,28309.419999999984,19.35999774596043,2020,10
468,Portugal,201537.12,166127.05,2020-06-10,Outdoors,Connelly-Mohr,Celine Tumasian,Brynn Dempster,PC,20-7532198,35410.07000000001,17.56999901556597,2020,6
469,Portugal,242192.19,213104.91,2019-07-02,Accessories,"Schowalter, Lesch and Beahan",Celine Tumasian,Smitty Culverhouse,PC,96-7618409,29087.28,12.00999916636453,2019,7
470,Luxembourg,172397.66,139986.9,2019-01-27,Clothing,Johns and Sons,Ilsa Kob,Jocelyn Laurentino,PC,47-8186791,32410.76000000001,18.799999953595663,2019,1
471,Belgium,152370.57,128478.86,2019-11-20,Games,"Swaniawski, Runolfsson and Green",Lambert Norheny,Collin Mackness,PC,61-8262308,23891.710000000006,15.680003034706772,2019,11
472,Portugal,137419.3,117658.4,2020-05-15,Games,Hane Inc,Celine Tumasian,Smitty Culverhouse,Mobile,39-1945268,19760.899999999994,14.38000339108116,2020,5
473,France,67594.1,54920.21,2019-09-26,Other,"Rowe, Hermiston and Kessler",Othello Bowes,Amelina Piscopiello,PC,70-1769929,12673.890000000007,18.749994452178527,2019,9
474,Luxembourg,72002.26,56996.99,2019-01-17,Appliances,McGlynn-Prosacco,Ilsa Kob,Jocelyn Laurentino,PC,65-0414599,15005.269999999997,20.83999863337623,2019,1
475,France,159926.16,126453.61,2020-09-12,Beauty,McGlynn-Prosacco,Othello Bowes,Ora Grennan,Mobile,44-0517932,33472.55,20.930002946359746,2020,9
476,France,65193.88,53113.45,2019-10-04,Beauty,Friesen and Sons,Othello Bowes,Maighdiln Upcraft,PC,74-1131921,12080.43,18.530006190765146,2019,10
